"","X","X.1","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Location"
"2411",2411,110089,"1/8/18","Common Assault","Flaxmere East.",1474700,"Hastings District.","Hawkes Bay/ Gisborne"
"2412",2412,110094,"1/8/18","Common Assault","Pigeon Mountain North.",680709,"Auckland.","Auckland"
"2413",2413,110099,"1/8/18","Common Assault","Welbourn.",1601100,"New Plymouth District.","West Coast/ Upper-Central North"
"2414",2414,110104,"1/8/18","Common Assault","Mornington.",2921000,"Dunedin City.","Southland/ Otago"
"2415",2415,110109,"1/8/18","Common Assault","Henderson South.",242800,"Auckland.","Auckland"
"2416",2416,110114,"1/8/18","Common Assault","Cannons Creek South.",2050400,"Porirua City.","Wellington/ Lower-Central North"
"2417",2417,110119,"1/8/18","Common Assault","Auckland Central East.",438406,"Auckland.","Auckland"
"2418",2418,110126,"1/8/18","Serious Assault Not Resulting in Injury","Nawton.",905600,"Hamilton City.","Waikato"
"2419",2419,110131,"1/8/18","Serious Assault Not Resulting in Injury","Bombay.",827700,"Auckland.","Auckland"
"2420",2420,110138,"1/8/18","Serious Assault Resulting in Injury","Enderley.",867200,"Hamilton City.","Waikato"
"2421",2421,110143,"1/8/18","Serious Assault Resulting in Injury","St Kilda Central.",2949900,"Dunedin City.","Southland/ Otago"
"2422",2422,110149,"1/8/18","Common Assault","Windsor Park.",180866,"Auckland.","Auckland"
"2423",2423,110154,"1/8/18","Common Assault","Tauranga Hospital.",1170400,"Tauranga City.","Bay Of Plenty"
"2424",2424,110159,"1/8/18","Common Assault","Wiri.",780416,"Auckland.","Auckland"
"2425",2425,110164,"1/8/18","Common Assault","Mt Eden East.",551700,"Auckland.","Auckland"
"2426",2426,110171,"1/8/18","Serious Assault Not Resulting in Injury","Gisborne Central.",1371700,"Gisborne District.","Hawkes Bay/ Gisborne"
"2427",2427,110178,"1/8/18","Serious Assault Resulting in Injury","Milson.",1838700,"Palmerston North City.","West Coast/ Upper-Central North"
"2428",2428,110184,"1/8/18","Common Assault","Wellington City-Marinas.",2137325,"Wellington City.","Wellington/ Lower-Central North"
"2429",2429,110189,"1/8/18","Common Assault","Kaiti North.",1383400,"Gisborne District.","Hawkes Bay/ Gisborne"
"2430",2430,110194,"1/8/18","Common Assault","Mt Wellington North.",626700,"Auckland.","Auckland"
"2431",2431,110199,"1/8/18","Common Assault","Titahi Bay North.",2043102,"Porirua City.","Wellington/ Lower-Central North"
"2432",2432,110204,"1/8/18","Common Assault","Green Island.",2957900,"Dunedin City.","Southland/ Otago"
"2433",2433,110206,"1/8/18","Serious Assault Not Resulting in Injury","Waimumu North.",227304,"Auckland.","Auckland"
"2434",2434,110211,"1/8/18","Serious Assault Not Resulting in Injury","Te Hapara.",1367801,"Gisborne District.","Hawkes Bay/ Gisborne"
"2435",2435,110218,"1/8/18","Serious Assault Resulting in Injury","Waihi.",1080100,"Hauraki District.","Waikato"
"2436",2436,110223,"1/8/18","Serious Assault Resulting in Injury","Westhaven.",2506308,"Christchurch City.","Canterbury"
"2437",2437,110228,"1/8/18","Serious Assault Resulting in Injury","Point England.",477300,"Auckland.","Auckland"
"2438",2438,110233,"1/8/18","Serious Assault Resulting in Injury","Auckland Central East.",438000,"Auckland.","Auckland"
"2439",2439,110239,"1/8/18","Common Assault","Queenstown Bay.",3033500,"Queenstown-Lakes District.","Southland/ Otago"
"2440",2440,110244,"1/8/18","Common Assault","Otakaro Park.",3108100,"Invercargill City.","Southland/ Otago"
"2441",2441,110249,"1/8/18","Common Assault","Cathedral Square.",2649800,"Christchurch City.","Canterbury"
"2442",2442,110254,"1/8/18","Common Assault","Lambton.",2130300,"Wellington City.","Wellington/ Lower-Central North"
"2443",2443,110259,"1/8/18","Common Assault","Stuart St-Frederick St.",2901900,"Dunedin City.","Southland/ Otago"
"2444",2444,110266,"1/8/18","Serious Assault Not Resulting in Injury","Camberley.",1478700,"Hastings District.","Hawkes Bay/ Gisborne"
"2445",2445,110273,"1/8/18","Serious Assault Resulting in Injury","Hastings Central.",1492000,"Hastings District.","Hawkes Bay/ Gisborne"
"2446",2446,110278,"1/8/18","Serious Assault Resulting in Injury","Westown.",1575300,"New Plymouth District.","West Coast/ Upper-Central North"
"2447",2447,110283,"1/8/18","Serious Assault Resulting in Injury","Otara East.",702100,"Auckland.","Auckland"
"2448",2448,110289,"1/8/18","Common Assault","Kingdale.",231900,"Auckland.","Auckland"
"2449",2449,110294,"1/8/18","Common Assault","Bridge Pa.",1470213,"Hastings District.","Hawkes Bay/ Gisborne"
"2450",2450,110299,"1/8/18","Common Assault","Strathmore.",1147900,"South Waikato District.","Waikato"
"2451",2451,110304,"1/8/18","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.","West Coast/ Upper-Central North"
"2452",2452,110309,"1/8/18","Common Assault","Point View.",712136,"Auckland.","Auckland"
"2453",2453,110314,"1/8/18","Common Assault","Papatoetoe Central.",665000,"Auckland.","Auckland"
"2454",2454,110321,"1/8/18","Serious Assault Not Resulting in Injury","Mangapapa.",1377702,"Gisborne District.","Hawkes Bay/ Gisborne"
"2455",2455,110326,"1/8/18","Serious Assault Not Resulting in Injury","Mairtown.",90800,"Whangarei District.","Northland"
"2456",2456,110328,"1/8/18","Serious Assault Resulting in Injury","Middlemore.",786500,"Auckland.","Auckland"
"2457",2457,110333,"1/8/18","Serious Assault Resulting in Injury","Otaki.",1879900,"Kapiti Coast District.","Wellington/ Lower-Central North"
"2458",2458,110339,"1/8/18","Common Assault","Mt Eden East.",551200,"Auckland.","Auckland"
"2459",2459,110344,"1/8/18","Common Assault","Te Rapa.",977301,"Hamilton City.","Waikato"
"2460",2460,110349,"1/8/18","Common Assault","Takanini South.",765500,"Auckland.","Auckland"
"2461",2461,110354,"1/8/18","Common Assault","Murupara.",1328300,"Whakatane District.","Bay Of Plenty"
"2462",2462,110359,"1/8/18","Common Assault","Picton.",2282300,"Marlborough District.","Tasman/ South-West Coast"
"2463",2463,110361,"1/8/18","Serious Assault Not Resulting in Injury","New Plymouth Central.",1591600,"New Plymouth District.","West Coast/ Upper-Central North"
"2464",2464,110366,"1/8/18","Serious Assault Not Resulting in Injury","Otara North.",700700,"Auckland.","Auckland"
"2465",2465,110368,"1/8/18","Serious Assault Resulting in Injury","Eden Terrace.",419800,"Auckland.","Auckland"
"2466",2466,110374,"1/8/18","Common Assault","Otahuhu West.",783000,"Auckland.","Auckland"
"2467",2467,110381,"1/8/18","Serious Assault Not Resulting in Injury","Prebbleton.",2499503,"Selwyn District.","Canterbury"
"2468",2468,110383,"1/8/18","Serious Assault Resulting in Injury","Matamata North.",1121500,"Matamata-Piako District.","Waikato"
"2469",2469,110384,"1/8/18","Common Assault","Tikipunga East.",87400,"Whangarei District.","Northland"
"2470",2470,110389,"1/8/18","Common Assault","Masterton Central.",2245300,"Masterton District.","Wellington/ Lower-Central North"
"2471",2471,110394,"1/8/18","Common Assault","Hastings Central.",1491700,"Hastings District.","Hawkes Bay/ Gisborne"
"2472",2472,110399,"1/8/18","Common Assault","Taupo Central.",1274200,"Taupo District.","Waikato"
"2473",2473,110404,"1/8/18","Common Assault","Dannemora.",711709,"Auckland.","Auckland"
"2474",2474,110409,"1/8/18","Common Assault","Rosedale.",3122300,"Invercargill City.","Southland/ Otago"
"2475",2475,110411,"1/8/18","Serious Assault Not Resulting in Injury","Mangakakahi.",1224100,"Rotorua District.","Bay Of Plenty"
"2476",2476,110416,"1/8/18","Serious Assault Not Resulting in Injury","Kuirau.",1233400,"Rotorua District.","Bay Of Plenty"
"2477",2477,110418,"1/8/18","Serious Assault Resulting in Injury","Gisborne Airport.",1375900,"Gisborne District.","Hawkes Bay/ Gisborne"
"2478",2478,110423,"1/8/18","Serious Assault Resulting in Injury","Manurewa Central.",752100,"Auckland.","Auckland"
"2479",2479,110455,"1/8/18","Aggravated Sexual Assault","Avondale.",2578300,"Christchurch City.","Canterbury"
"2480",2480,110462,"1/8/18","Non-Aggravated Sexual Assault","Russley.",2520703,"Christchurch City.","Canterbury"
"2481",2481,110467,"1/8/18","Non-Aggravated Sexual Assault","Papatoetoe Central.",663600,"Auckland.","Auckland"
"2482",2482,110470,"1/8/18","Aggravated Sexual Assault","Gisborne Airport.",1374000,"Gisborne District.","Hawkes Bay/ Gisborne"
"2483",2483,110472,"1/8/18","Non-Aggravated Sexual Assault","Whakaki.",1398600,"Wairoa District.","Hawkes Bay/ Gisborne"
"2484",2484,111793,"1/11/18","Serious Assault Resulting in Injury","Freemans Bay.",414000,"Auckland.","Auckland"
"2485",2485,111799,"1/11/18","Common Assault","Auckland Harbourside.",437903,"Auckland.","Auckland"
"2486",2486,111804,"1/11/18","Common Assault","Henderson South.",243300,"Auckland.","Auckland"
"2487",2487,111813,"1/11/18","Serious Assault Resulting in Injury","Newton.",412200,"Auckland.","Auckland"
"2488",2488,111814,"1/11/18","Common Assault","Lynnmall.",265700,"Auckland.","Auckland"
"2489",2489,111819,"1/11/18","Common Assault","Waiheke Island.",516603,"Auckland.","Auckland"
"2490",2490,111829,"1/11/18","Common Assault","Porirua Central.",2052500,"Porirua City.","Wellington/ Lower-Central North"
"2491",2491,111834,"1/11/18","Common Assault","Porirua Central.",2052500,"Porirua City.","Wellington/ Lower-Central North"
"2492",2492,111844,"1/11/18","Common Assault","Bethlehem.",1191203,"Tauranga City.","Bay Of Plenty"
"2493",2493,111846,"1/11/18","Serious Assault Not Resulting in Injury","Herald.",221000,"Auckland.","Auckland"
"2494",2494,111849,"1/11/18","Common Assault","Auckland Harbourside.",433001,"Auckland.","Auckland"
"2495",2495,111854,"1/11/18","Common Assault","Huntly East.",944500,"Waikato District.","Waikato"
"2496",2496,111880,"1/11/18","Aggravated Sexual Assault","Glenview.",925203,"Hamilton City.","Waikato"
"2497",2497,111882,"1/11/18","Non-Aggravated Sexual Assault","Upper Hutt Central.",1905200,"Upper Hutt City.","Wellington/ Lower-Central North"
"2498",2498,111885,"1/11/18","Aggravated Sexual Assault","999999",-210,"Wanganui District.","West Coast/ Upper-Central North"
"2499",2499,111887,"1/11/18","Non-Aggravated Sexual Assault","Kingsland.",530900,"Auckland.","Auckland"
"2500",2500,113553,"1/1/19","Serious Assault Resulting in Injury","Dingwall.",667300,"Auckland.","Auckland"
"2501",2501,113558,"1/1/19","Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2133200,"Wellington City.","Wellington/ Lower-Central North"
"2502",2502,113564,"1/1/19","Common Assault","Oratia.",278701,"Auckland.","Auckland"
"2503",2503,113569,"1/1/19","Common Assault","Meadowbank North.",459700,"Auckland.","Auckland"
"2504",2504,113574,"1/1/19","Common Assault","Oamaru Central.",2842000,"Waitaki District.","Canterbury"
"2505",2505,113579,"1/1/19","Common Assault","Huntly West.",851000,"Waikato District.","Waikato"
"2506",2506,113584,"1/1/19","Common Assault","Hamilton Lake.",932400,"Hamilton City.","Waikato"
"2507",2507,113591,"1/1/19","Serious Assault Not Resulting in Injury","Grey Lynn East.",407000,"Auckland.","Auckland"
"2508",2508,113596,"1/1/19","Serious Assault Not Resulting in Injury","Kaukapakapa Rural.",211800,"Auckland.","Auckland"
"2509",2509,113598,"1/1/19","Serious Assault Resulting in Injury","Dingwall.",667500,"Auckland.","Auckland"
"2510",2510,113603,"1/1/19","Serious Assault Resulting in Injury","Lochain.",1474106,"Hastings District.","Hawkes Bay/ Gisborne"
"2511",2511,113608,"1/1/19","Serious Assault Resulting in Injury","Richmond East.",2361700,"Tasman District.","Tasman/ South-West Coast"
"2512",2512,113609,"1/1/19","Common Assault","Auckland Central West.",433700,"Auckland.","Auckland"
"2513",2513,113614,"1/1/19","Common Assault","Glen Eden East.",285800,"Auckland.","Auckland"
"2514",2514,113619,"1/1/19","Common Assault","Elsdon-Takapuwahia.",2037302,"Porirua City.","Wellington/ Lower-Central North"
"2515",2515,113624,"1/1/19","Common Assault","Hampstead.",2732000,"Ashburton District.","Canterbury"
"2516",2516,113629,"1/1/19","Common Assault","Tauranga Central.",1163200,"Tauranga City.","Bay Of Plenty"
"2517",2517,113636,"1/1/19","Serious Assault Not Resulting in Injury","Auckland Central West.",433401,"Auckland.","Auckland"
"2518",2518,113641,"1/1/19","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2133200,"Wellington City.","Wellington/ Lower-Central North"
"2519",2519,113646,"1/1/19","Serious Assault Not Resulting in Injury","Takapuna Central.",327700,"Auckland.","Auckland"
"2520",2520,113648,"1/1/19","Serious Assault Resulting in Injury","Auckland Harbourside.",433001,"Auckland.","Auckland"
"2521",2521,113653,"1/1/19","Serious Assault Resulting in Injury","Tauhara.",1271400,"Taupo District.","Waikato"
"2522",2522,113658,"1/1/19","Serious Assault Resulting in Injury","Clutha.",3003800,"Clutha District.","Southland/ Otago"
"2523",2523,113664,"1/1/19","Common Assault","Auckland Central East.",438000,"Auckland.","Auckland"
"2524",2524,113669,"1/1/19","Common Assault","Mayfield.",2293800,"Marlborough District.","Tasman/ South-West Coast"
"2525",2525,113674,"1/1/19","Common Assault","Whangamata.",1060421,"Thames-Coromandel District.","Waikato"
"2526",2526,113679,"1/1/19","Common Assault","Willis Street-Cambridge Terrace.",2131300,"Wellington City.","Wellington/ Lower-Central North"
"2527",2527,113684,"1/1/19","Common Assault","Turangi.",1285300,"Taupo District.","Waikato"
"2528",2528,113691,"1/1/19","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135900,"Wellington City.","Wellington/ Lower-Central North"
"2529",2529,113696,"1/1/19","Serious Assault Not Resulting in Injury","Timaru Gardens.",2803000,"Timaru District.","Canterbury"
"2530",2530,113701,"1/1/19","Serious Assault Not Resulting in Injury","Deans Bush.",2545101,"Christchurch City.","Canterbury"
"2531",2531,113703,"1/1/19","Serious Assault Resulting in Injury","Raglan.",854800,"Waikato District.","Waikato"
"2532",2532,113708,"1/1/19","Serious Assault Resulting in Injury","Raglan.",854600,"Waikato District.","Waikato"
"2533",2533,113713,"1/1/19","Serious Assault Resulting in Injury","Petone Central.",2034300,"Lower Hutt City.","Wellington/ Lower-Central North"
"2534",2534,113719,"1/1/19","Common Assault","Auckland Central East.",436700,"Auckland.","Auckland"
"2535",2535,113724,"1/1/19","Common Assault","Takanini West.",768006,"Auckland.","Auckland"
"2536",2536,113729,"1/1/19","Common Assault","Puhinui South.",780304,"Auckland.","Auckland"
"2537",2537,113734,"1/1/19","Common Assault","Auckland Central East.",437101,"Auckland.","Auckland"
"2538",2538,113741,"1/1/19","Serious Assault Not Resulting in Injury","Kingdale.",234900,"Auckland.","Auckland"
"2539",2539,113748,"1/1/19","Serious Assault Resulting in Injury","Dargaville.",115100,"Kaipara District.","Northland"
"2540",2540,113753,"1/1/19","Serious Assault Resulting in Injury","Welcome Bay East.",1206313,"Tauranga City.","Bay Of Plenty"
"2541",2541,113759,"1/1/19","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"2542",2542,113764,"1/1/19","Common Assault","Auckland Central West.",433600,"Auckland.","Auckland"
"2543",2543,113769,"1/1/19","Common Assault","Taupo Central.",1273600,"Taupo District.","Waikato"
"2544",2544,113774,"1/1/19","Common Assault","Newmarket.",451300,"Auckland.","Auckland"
"2545",2545,113779,"1/1/19","Common Assault","Lynnmall.",264901,"Auckland.","Auckland"
"2546",2546,113784,"1/1/19","Common Assault","Ravenswood.",2446601,"Waimakariri District.","Canterbury"
"2547",2547,113786,"1/1/19","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"2548",2548,113791,"1/1/19","Serious Assault Not Resulting in Injury","Otakaro Park.",3107000,"Invercargill City.","Southland/ Otago"
"2549",2549,113793,"1/1/19","Serious Assault Resulting in Injury","Spreydon.",2644800,"Christchurch City.","Canterbury"
"2550",2550,113798,"1/1/19","Serious Assault Resulting in Injury","Washington.",2327805,"Nelson City.","Tasman/ South-West Coast"
"2551",2551,113803,"1/1/19","Serious Assault Resulting in Injury","Kaipara Coastal.",117500,"Kaipara District.","Northland"
"2552",2552,113808,"1/1/19","Serious Assault Resulting in Injury","Panmure Basin.",628601,"Auckland.","Auckland"
"2553",2553,113816,"1/1/19","Serious Assault Not Resulting in Injury","Trafalgar.",2319300,"Nelson City.","Tasman/ South-West Coast"
"2554",2554,113818,"1/1/19","Serious Assault Resulting in Injury","Hokianga South.",25300,"Far North District.","Northland"
"2555",2555,113824,"1/1/19","Common Assault","Albany.",178800,"Auckland.","Auckland"
"2556",2556,113829,"1/1/19","Common Assault","Manukau Central.",781200,"Auckland.","Auckland"
"2557",2557,113834,"1/1/19","Common Assault","Hillpark.",757100,"Auckland.","Auckland"
"2558",2558,113839,"1/1/19","Common Assault","Whakatane West.",1313604,"Whakatane District.","Bay Of Plenty"
"2559",2559,113844,"1/1/19","Common Assault","Island View-Pios Beach.",1181500,"Western Bay of Plenty District.","Bay Of Plenty"
"2560",2560,113846,"1/1/19","Serious Assault Not Resulting in Injury","Te Awamutu South.",973700,"Waipa District.","Waikato"
"2561",2561,113851,"1/1/19","Serious Assault Not Resulting in Injury","Point Chevalier East.",390501,"Auckland.","Auckland"
"2562",2562,113858,"1/1/19","Serious Assault Resulting in Injury","Islington.",2497800,"Christchurch City.","Canterbury"
"2563",2563,113863,"1/1/19","Serious Assault Resulting in Injury","Army Bay.",175003,"Auckland.","Auckland"
"2564",2564,113868,"1/1/19","Serious Assault Resulting in Injury","Turangi.",1284400,"Taupo District.","Waikato"
"2565",2565,113905,"1/1/19","Aggravated Sexual Assault","Wadestown.",2099300,"Wellington City.","Wellington/ Lower-Central North"
"2566",2566,113907,"1/1/19","Non-Aggravated Sexual Assault","Papakura North.",790800,"Auckland.","Auckland"
"2567",2567,113920,"1/1/19","Aggravated Sexual Assault","Leeston.",2723102,"Selwyn District.","Canterbury"
"2568",2568,113922,"1/1/19","Non-Aggravated Sexual Assault","Woburn North.",1965200,"Lower Hutt City.","Wellington/ Lower-Central North"
"2569",2569,113927,"1/1/19","Non-Aggravated Sexual Assault","Bridge Pa.",1470213,"Hastings District.","Hawkes Bay/ Gisborne"
"2570",2570,113930,"1/1/19","Aggravated Sexual Assault","999999",-306,"Marlborough District.","Tasman/ South-West Coast"
"2571",2571,114359,"1/6/18","Common Assault","Tamaki.",630700,"Auckland.","Auckland"
"2572",2572,114364,"1/6/18","Common Assault","Porirua East.",2056102,"Porirua City.","Wellington/ Lower-Central North"
"2573",2573,114369,"1/6/18","Common Assault","Hokowhitu East.",1850200,"Palmerston North City.","West Coast/ Upper-Central North"
"2574",2574,114371,"1/6/18","Serious Assault Not Resulting in Injury","Governors Bay.",2711501,"Christchurch City.","Canterbury"
"2575",2575,114376,"1/6/18","Serious Assault Not Resulting in Injury","Glendale.",2012107,"Lower Hutt City.","Wellington/ Lower-Central North"
